chr7	127866312	127866812
chr1	115605199	115605699
chr9	66877310	66877810
chr1	180978135	180978635
chr16	94460168	94460668
chr8	23793323	23793823
chr9	93949282	93949782
chrX	91297568	91298068
chr19	10028665	10029165
chr10	94018274	94018774
chr9	31832521	31833021
chr11	6114002	6114502
chr7	133937850	133938350
chr5	118552145	118552645
chr9	31416248	31416748
chr3	132841622	132842122
chr9	106332652	106333152
chr18	57085050	57085550
chr3	115862954	115863454
chr2	56835301	56835801
chr3	66789373	66789873
chr6	49007676	49008176
chr12	74730768	74731268
chr15	79604533	79605033
chr15	99160006	99160506
chr7	4797538	4798038
chr7	26471619	26472119
chr5	148130692	148131192
chr12	36669842	36670342
chr7	71393319	71393819
chr1	187768593	187769093
chr15	76977033	76977533
chr6	72888011	72888511
chr12	16539319	16539819
chr15	100437471	100437971
chr16	10782110	10782610
chr4	140503784	140504284
chr8	122781638	122782138
chr8	130595274	130595774
chr5	73628735	73629235
chr8	41977280	41977780
chr10	60294321	60294821
chr18	74027132	74027632
chr7	31930338	31930838
chr11	74282589	74283089
chr16	27768376	27768876
chr4	124428537	124429037
chr1	164155560	164156060
chr15	18382006	18382506
chr14	72869316	72869816
chr8	92895270	92895770
chr8	124401021	124401521
chr18	40378849	40379349
chr15	30630185	30630685
chr12	109516931	109517431
chr12	117768882	117769382
chr9	75472541	75473041
chr11	82594833	82595333
chr13	97967962	97968462
chr7	82945283	82945783
chr2	24319104	24319604
chr7	70825027	70825527
chr4	94772864	94773364
chr15	96473299	96473799
chr13	41096115	41096615
chr18	46360471	46360971
chr8	47236387	47236887
chrX	150362267	150362767
chr8	98067748	98068248
chr5	151218486	151218986
chr2	76706276	76706776
chr11	104451428	104451928
chr5	121289644	121290144
chr6	146161284	146161784
chr18	58015678	58016178
chr15	41677766	41678266
chrX	155275632	155276132
chr3	86961546	86962046
chr8	74425068	74425568
chr19	18705581	18706081
chr5	81761457	81761957
chr1	161819106	161819606
chr12	69003927	69004427
chr10	108410501	108411001
chr2	179850112	179850612
chr7	105179323	105179823
chr12	80747488	80747988
chr10	70496904	70497404
chr7	77034398	77034898
chr12	114035728	114036228
chr17	63232099	63232599
chr4	46208838	46209338
chr19	20892353	20892853
chr13	81127412	81127912
chr8	94796052	94796552
chr12	109546694	109547194
chr1	180458951	180459451
chr1	120608140	120608640
chrX	35533695	35534195
chr2	156749123	156749623
chr8	124721219	124721719
chr17	23329998	23330498
chr13	24845219	24845719
chr8	37164654	37165154
chr7	74981253	74981753
chr10	80158106	80158606
chr8	98818917	98819417
chr16	17508674	17509174
chr12	8554964	8555464
chr1	59727570	59728070
chr1	88566580	88567080
chr2	116725599	116726099
chr9	58097379	58097879
chr7	50663968	50664468
chr16	55637416	55637916
chr4	144842199	144842699
chr6	135147903	135148403
chr4	155265630	155266130
chr11	97520479	97520979
chr12	37108617	37109117
chr6	34126384	34126884
chr18	64773329	64773829
chr7	149569078	149569578
chr9	44413436	44413936
chr8	97424631	97425131
chr8	12242528	12243028
chr18	3397957	3398457
chr8	74883007	74883507
chr7	149569538	149570038
chr4	116798681	116799181
chr7	47246194	47246694
chr18	3248549	3249049
chr14	109186328	109186828
chr5	65811684	65812184
chr9	102086108	102086608
chr1	133084210	133084710
chr10	27844018	27844518
chr2	24790902	24791402
chr19	10864197	10864697
chr18	79260780	79261280
chr9	66088389	66088889
chr18	65954559	65955059
chr9	121893990	121894490
chr9	103375775	103376275
chr8	46495423	46495923
chr15	91533509	91534009
chr2	119672538	119673038
chr2	165564646	165565146
chr13	13616041	13616541
chr7	20505763	20506263
chr11	19501407	19501907
chr9	8073017	8073517
chr7	31196242	31196742
chr17	91985732	91986232
chr10	120857076	120857576
chr8	93842854	93843354
chr7	27244597	27245097
chr11	96691461	96691961
chr15	101752506	101753006
chr14	31778799	31779299
chr7	34052104	34052604
chr17	81793194	81793694
chr2	113314685	113315185
chr17	14668631	14669131
chr8	103937490	103937990
chr12	52579877	52580377
chr15	36304905	36305405
chr15	85739471	85739971
chr8	109143375	109143875
chr12	7851556	7852056
chr8	37841192	37841692
chr15	31686203	31686703
chr19	53607595	53608095
chr10	93369938	93370438
chr8	67010335	67010835
chr5	92919768	92920268
chr9	31429440	31429940
chrX	6895572	6896072
chr10	21073520	21074020
chr1	140394186	140394686
chr12	82799175	82799675
chr1	137788151	137788651
chr9	65044448	65044948
chr6	49971574	49972074
chr1	190768375	190768875
chr17	18007890	18008390
chr15	6006957	6007457
chr8	3621155	3621655
chr1	194026851	194027351
chr8	11173434	11173934
chr11	50243902	50244402
chr1	55252098	55252598
chr12	34641727	34642227
chr4	84169743	84170243
chr7	31179292	31179792
chr14	56340620	56341120
chr10	122400530	122401030
chr8	24512813	24513313
chr18	33954439	33954939
chr10	57251979	57252479
chr6	82085687	82086187
chr9	80191874	80192374
chr1	192019434	192019934
chr15	58764521	58765021
chr4	52905410	52905910
chr9	81295486	81295986
chr16	11002439	11002939
chr3	145534589	145535089
chr6	72136502	72137002
chr9	77905808	77906308
chr3	121932318	121932818
chr8	8427550	8428050
chr1	90165354	90165854
chr1	69152928	69153428
chr5	108982642	108983142
chr11	90390196	90390696
chr5	39369842	39370342
chr1	50040928	50041428
chr8	72345192	72345692
chr7	74642844	74643344
chr16	49858573	49859073
chr9	68685221	68685721
chr9	120381845	120382345
chr9	62303198	62303698
chr8	4238479	4238979
chr9	40876614	40877114
chr13	116123274	116123774
chr12	36884269	36884769
chr10	65996621	65997121
chr13	12587192	12587692
chr2	131728444	131728944
chrX	98430172	98430672
chr2	165509950	165510450
chrX	127171570	127172070
chr9	21820613	21821113
chr14	65663476	65663976
chr9	20689641	20690141
chr1	74552916	74553416
chr9	37025379	37025879
chr16	58502182	58502682
chr9	66994518	66995018
chr13	25047081	25047581
chr9	121895096	121895596
chr7	95463015	95463515
chr3	10022559	10023059
chr7	133897043	133897543
chr10	37567173	37567673
chr8	64068715	64069215
chr5	91329395	91329895
chr5	101569889	101570389
chr9	55785826	55786326
chr10	36858501	36859001
chr10	57514729	57515229
chr15	72640423	72640923
chr1	167817257	167817757
chr7	112547901	112548401
chr1	97296314	97296814
chr5	145875397	145875897
chr7	25155158	25155658
chr8	59802584	59803084
chr9	57145163	57145663
chr11	70418054	70418554
chr4	140327887	140328387
chr8	86468771	86469271
chr4	141346371	141346871
chr10	82890968	82891468
chr5	110295597	110296097
chr6	48058151	48058651
chr14	68487435	68487935
chr19	54149583	54150083
chr7	112788791	112789291
chr9	75256900	75257400
chr7	129548012	129548512
chr2	95333482	95333982
chr11	70265243	70265743
chr7	27963549	27964049
chr3	95755027	95755527
chr1	67334800	67335300
chr7	16677899	16678399
chr13	81163656	81164156
chrX	142284107	142284607
chr7	85824243	85824743
chr1	171447140	171447640
chr5	21161883	21162383
chr11	103079357	103079857
chr1	163374012	163374512
chr10	128233303	128233803
chr7	86628967	86629467
chr8	14268656	14269156
chr7	67149141	67149641
chr12	56589883	56590383
chr8	121316801	121317301
chr7	56156489	56156989
chr8	125618128	125618628
chr4	32529547	32530047
chr19	45845197	45845697
