chr6	139046188	139046688
chr13	34967095	34967595
chr6	13821229	13821729
chr5	111082164	111082664
chr10	116209772	116210272
chr7	52094624	52095124
chr18	76975603	76976103
chr11	103827925	103828425
chr2	133364346	133364846
chr2	153304562	153305062
chr11	117115911	117116411
chr1	64168015	64168515
chr11	97297208	97297708
chr8	97239708	97240208
chr9	53820913	53821413
chr1	154657041	154657541
chr2	93343305	93343805
chr6	58116708	58117208
chr10	38604379	38604879
chr3	58516995	58517495
chrX	163469947	163470447
chr3	142035874	142036374
chr13	28709345	28709845
chr17	50165113	50165613
chr2	37590926	37591426
chr17	43402133	43402633
chr8	52256393	52256893
chr9	118583409	118583909
chr15	54903421	54903921
chr4	122610307	122610807
chr8	65692294	65692794
chr8	68568577	68569077
chr6	120896982	120897482
chr4	139746914	139747414
chr9	70350942	70351442
chr13	55489717	55490217
chr7	123746404	123746904
chr2	33677193	33677693
chr9	43753410	43753910
chr18	67884087	67884587
chr8	76389686	76390186
chr8	28538363	28538863
chr11	113509428	113509928
chr7	147164392	147164892
chr11	106177915	106178415
chr1	167123832	167124332
chr10	86405676	86406176
chr8	10424323	10424823
chr19	16208199	16208699
chr15	64556357	64556857
chr9	120735099	120735599
chr17	35115587	35116087
chr4	94645545	94646045
chr12	109050238	109050738
chr14	20642860	20643360
chr8	15482160	15482660
chr10	121956594	121957094
chr11	74659252	74659752
chr7	135019483	135019983
chr6	113026939	113027439
chr16	98302993	98303493
chr14	69707021	69707521
chr17	24309106	24309606
chr13	44169438	44169938
chr15	98493081	98493581
chr3	108003151	108003651
chr8	11259682	11260182
chr18	16547951	16548451
chr3	152589167	152589667
chr8	131227121	131227621
chr8	122676490	122676990
chr11	7968957	7969457
chr9	63246628	63247128
chr7	136802526	136803026
chr1	94076837	94077337
chr8	77689180	77689680
chr19	37091636	37092136
chr8	70005569	70006069
chr6	34700579	34701079
chr4	45309874	45310374
chr11	4950083	4950583
chr11	112962155	112962655
chr13	62956005	62956505
chr1	192896806	192897306
chr8	83107374	83107874
chrX	74678824	74679324
chr13	63359460	63359960
chr7	148319849	148320349
chr10	114821706	114822206
chr8	88967580	88968080
chr11	63868965	63869465
chr16	25780054	25780554
chr10	42439543	42440043
chr13	16769993	16770493
chr8	93082486	93082986
chr12	54532891	54533391
chr5	126749112	126749612
chr14	21110439	21110939
chr8	87267688	87268188
chr14	103227153	103227653
chr13	91680649	91681149
chr2	19293326	19293826
chr11	106650099	106650599
chr2	157971836	157972336
chr3	65196336	65196836
chr10	13687841	13688341
chr15	59654607	59655107
chr10	72560632	72561132
chr1	127369772	127370272
chr9	57280945	57281445
chr8	124805090	124805590
chr5	73043625	73044125
chr7	105950097	105950597
chr16	44261115	44261615
chr12	27749819	27750319
chr9	28836736	28837236
chr4	132636701	132637201
chr1	183162439	183162939
chr4	109830038	109830538
chr9	4676032	4676532
chr9	72655322	72655822
chr6	127242290	127242790
chr15	31383430	31383930
chr11	22872631	22873131
chr1	167390997	167391497
chr10	82248435	82248935
chr18	68143940	68144440
chr15	65652625	65653125
chr14	117325065	117325565
chr19	54326912	54327412
chr3	69043061	69043561
chr8	26378437	26378937
chr8	88059581	88060081
chr3	96635456	96635956
chr5	45590181	45590681
chr7	52779605	52780105
chr8	121961213	121961713
chr9	20263269	20263769
chr8	8658854	8659354
chr3	72860642	72861142
chr9	71680594	71681094
chr8	25505921	25506421
chr11	106152197	106152697
chr2	131035690	131036190
chr17	86566620	86567120
chr7	16507633	16508133
chrX	165111167	165111667
chr10	127986009	127986509
chr4	144741563	144742063
chr11	107902692	107903192
chr6	58804720	58805220
chr7	34404155	34404655
chr2	138824904	138825404
chr6	15164166	15164666
chr1	74443779	74444279
chr19	46684700	46685200
chr9	92436716	92437216
chr7	13494827	13495327
chr10	128038200	128038700
chr19	54018888	54019388
chrX	93292063	93292563
chr18	12135922	12136422
chr10	66312412	66312912
chrX	54557999	54558499
chr8	112302962	112303462
chr12	77535827	77536327
chr12	4923872	4924372
chr10	31110771	31111271
chr11	68359271	68359771
chr14	61331296	61331796
chr8	111427312	111427812
chr10	126836023	126836523
chr3	152476878	152477378
chr5	125638801	125639301
chr16	95420263	95420763
chr5	151403421	151403921
chr4	52451570	52452070
chr7	36831787	36832287
chr15	38870137	38870637
chr13	63371444	63371944
chr19	4299574	4300074
chr9	52788204	52788704
chr15	80046942	80047442
chr5	24078298	24078798
chr13	52373780	52374280
chr13	51679230	51679730
chr5	100649364	100649864
chr7	85033402	85033902
chr15	8518746	8519246
chr2	181162929	181163429
chr6	14257919	14258419
chr7	149646408	149646908
chr7	71161719	71162219
chr8	74076782	74077282
chr18	60808624	60809124
chr8	70701255	70701755
chr3	51157351	51157851
chr4	134853889	134854389
chr15	74503260	74503760
chr5	74611540	74612040
chr1	74552302	74552802
chr1	168067654	168068154
chr16	38399927	38400427
chr6	109967622	109968122
chr12	45456142	45456642
chr5	150388626	150389126
chr6	51186283	51186783
chr10	113745734	113746234
chr4	84965352	84965852
chr4	44679415	44679915
chr11	107905946	107906446
chr7	73037118	73037618
chr9	104051629	104052129
chr9	77955677	77956177
chr7	4744189	4744689
chr13	75978063	75978563
chr8	79697643	79698143
chr12	104930703	104931203
chr11	19927687	19928187
chr10	87880733	87881233
chr8	27087075	27087575
chr10	111439157	111439657
chr19	22564285	22564785
chr19	10092324	10092824
chr6	57652990	57653490
chr9	20776038	20776538
chr9	107701177	107701677
chr8	118427804	118428304
chr14	10660876	10661376
chr6	34730085	34730585
chr10	82640754	82641254
chr2	111430002	111430502
chr9	97727126	97727626
chr7	96812219	96812719
chr13	84076666	84077166
chr16	31560710	31561210
chr19	18821756	18822256
chr11	26493150	26493650
chr1	58052411	58052911
chr9	9800027	9800527
chr2	179968044	179968544
chr6	87983380	87983880
chr1	195027490	195027990
chr14	34647623	34648123
chr6	112804262	112804762
chr7	103945586	103946086
chr16	3659543	3660043
chr4	115410784	115411284
chr17	77794710	77795210
chr17	65890071	65890571
chr11	76412691	76413191
chr5	53843018	53843518
chrX	100817611	100818111
chr7	16826852	16827352
chr8	111270730	111271230
chr12	114093326	114093826
chr14	50599887	50600387
chr10	122633978	122634478
chr9	79113644	79114144
chr6	115966561	115967061
chr1	38053842	38054342
chr1	135974833	135975333
chr5	129930930	129931430
chr6	42215560	42216060
chr15	58042961	58043461
chr1	107560046	107560546
chr8	73089451	73089951
chr6	122258496	122258996
chr7	54417789	54418289
chr7	25228564	25229064
chr6	17852024	17852524
chr4	105988487	105988987
chr10	79754815	79755315
chr9	67437194	67437694
chr1	167932778	167933278
chr12	114409084	114409584
chr8	36490918	36491418
chr15	78638335	78638835
chr9	43334121	43334621
chr18	77409334	77409834
chr9	107673146	107673646
chr15	31460643	31461143
chr5	136538571	136539071
chr16	77644021	77644521
chr8	23945171	23945671
chr1	193054473	193054973
chr10	98449617	98450117
chrX	71269018	71269518
chr8	48618615	48619115
chr6	51217924	51218424
chr12	112402718	112403218
chr5	34207501	34208001
chr6	124758625	124759125
chr11	11436042	11436542
chr5	66301503	66302003
chr9	10315848	10316348
chr8	123263332	123263832
chr9	123663422	123663922
chr7	28378396	28378896
chr7	63234020	63234520
chr5	82935422	82935922
chr9	56822665	56823165
chr1	52081899	52082399
chr6	97567479	97567979
chr2	179805889	179806389
chr12	112396152	112396652
chr6	147487586	147488086
chr9	116117223	116117723
chrX	94220029	94220529
chr12	60237117	60237617
chr14	54847393	54847893
chr4	151533775	151534275
chr2	174241597	174242097
chr14	52818769	52819269
chr9	98501486	98501986
chr1	107877322	107877822
chr11	106425618	106426118
chr16	18499198	18499698
chr16	17532611	17533111
chr2	174267994	174268494
chr7	135425990	135426490
chr12	82087332	82087832
chr7	50836711	50837211
chrX	70963839	70964339
chr8	86101802	86102302
chr19	4121350	4121850
chr8	122301942	122302442
chr5	138228319	138228819
chr9	77602122	77602622
chr8	89147548	89148048
chr16	30416255	30416755
chr5	73267759	73268259
chr12	59865844	59866344
chr11	18921245	18921745
chr7	29650904	29651404
chr10	60063403	60063903
chr16	35363763	35364263
chr9	75249869	75250369
chr8	76088970	76089470
chr9	121686738	121687238
chrX	96665838	96666338
chr8	13695128	13695628
chr16	17451757	17452257
chr10	43724055	43724555
chr1	158545630	158546130
chr16	96514369	96514869
chr19	8994767	8995267
chr6	31064770	31065270
chr2	79400279	79400779
chr12	112276979	112277479
chr6	31074694	31075194
chr14	121267656	121268156
chr7	3555121	3555621
chr8	103527457	103527957
chr6	91558790	91559290
chr7	78383360	78383860
chr8	71528935	71529435
chr8	129347469	129347969
chr1	43990442	43990942
chr7	132803025	132803525
chr7	78496501	78497001
chr11	113399797	113400297
chr4	135866506	135867006
chr8	89595279	89595779
chr15	29823141	29823641
chr13	10064848	10065348
chr9	101719176	101719676
chr14	122311620	122312120
chr13	117496387	117496887
chr19	8810021	8810521
chr11	58825958	58826458
chr1	99666908	99667408
chr7	143045081	143045581
chr7	29825334	29825834
chr9	115996401	115996901
chrX	147530764	147531264
chr13	24328555	24329055
chr8	26479103	26479603
chr13	117984547	117985047
chr13	54570121	54570621
chr17	31361553	31362053
chr17	3285565	3286065
chr15	90777757	90778257
chr6	35596790	35597290
chr8	46054682	46055182
chr1	133124604	133125104
chr7	10797599	10798099
chr7	87975324	87975824
chr9	40125251	40125751
chr15	96586067	96586567
chr12	114660362	114660862
chr11	96953864	96954364
chr14	70687338	70687838
chr9	96012191	96012691
chrX	148776616	148777116
chr2	162633524	162634024
chr9	89685365	89685865
chrX	139953426	139953926
chr9	31642098	31642598
chr15	96392926	96393426
chr15	96116963	96117463
chr17	11167206	11167706
chr11	14486023	14486523
chr7	147158751	147159251
chr9	60929454	60929954
chr7	16880072	16880572
chr5	125921543	125922043
chr8	106462571	106463071
chr9	88155499	88155999
chr8	15230875	15231375
chr6	38709081	38709581
chr8	67350035	67350535
chr9	45206464	45206964
chr5	125955911	125956411
chrX	70253424	70253924
chr9	84580068	84580568
chr5	129732693	129733193
chr5	134745592	134746092
chr1	152011947	152012447
chr9	87040027	87040527
chr13	95640299	95640799
chr12	113783271	113783771
chr7	82727177	82727677
chr12	74877349	74877849
chr10	75831883	75832383
chr4	149196199	149196699
chr10	55088708	55089208
chr7	91838282	91838782
chr9	70380442	70380942
chr1	145763822	145764322
chr19	11844899	11845399
chr18	69355705	69356205
chr8	112002962	112003462
chr13	33171373	33171873
chr19	27013331	27013831
chr4	94481494	94481994
chr9	86155076	86155576
chr7	54262789	54263289
chr16	10313964	10314464
chr10	16370925	16371425
chrX	71489116	71489616
chr10	79611963	79612463
chr10	21549395	21549895
chr14	45838986	45839486
chr7	152123268	152123768
chr3	105395081	105395581
chr11	59788123	59788623
chr18	23910542	23911042
chr11	54028866	54029366
chr11	115274663	115275163
chr11	96971044	96971544
chr18	27274871	27275371
chr10	57813030	57813530
chr7	34634808	34635308
chr9	73590434	73590934
chr11	79806238	79806738
chr2	136717601	136718101
chr8	89380164	89380664
chr2	13276983	13277483
chr2	133538815	133539315
chr11	118537557	118538057
chr8	14992617	14993117
chr5	46248817	46249317
chr17	45822832	45823332
chr5	130277699	130278199
chr18	23789703	23790203
chr7	50567743	50568243
chr5	87232933	87233433
chr16	50430871	50431371
chr7	137347677	137348177
chr7	29610088	29610588
chr6	49259876	49260376
chr2	168440663	168441163
chr3	28161451	28161951
chr5	143667438	143667938
chrX	47943898	47944398
chr5	124529011	124529511
chr16	91422221	91422721
chr2	160192580	160193080
chr12	74645858	74646358
chr9	60957821	60958321
chr17	17963965	17964465
chr6	108520817	108521317
chr1	95298103	95298603
chr7	19763805	19764305
chr6	120527246	120527746
chr1	64965892	64966392
chr16	77644559	77645059
chr4	137772318	137772818
chr6	117856262	117856762
chr5	41689130	41689630
chr4	46576582	46577082
chr4	132567349	132567849
chr6	86321144	86321644
chr8	90113394	90113894
chr10	93856985	93857485
chr6	108504320	108504820
chr13	94886716	94887216
chr16	50530104	50530604
chr6	83086539	83087039
chr16	57032554	57033054
chr9	105242828	105243328
chr2	124122919	124123419
chr10	76601255	76601755
chr7	38803566	38804066
chr5	132777279	132777779
chr8	49024633	49025133
chr11	44282441	44282941
chr5	20885368	20885868
chr13	5713432	5713932
chr15	86176236	86176736
chr13	20207141	20207641
chr12	9432758	9433258
chr4	135841547	135842047
chr19	15646713	15647213
chr8	36186370	36186870
chr10	75226815	75227315
chr8	80123974	80124474
chr6	116620454	116620954
chr5	142589351	142589851
chr7	65997312	65997812
chr16	35590511	35591011
chr14	61351655	61352155
chr7	99847214	99847714
chr17	25707397	25707897
chr8	73832119	73832619
chr16	18623908	18624408
chr9	18159723	18160223
chr13	41139019	41139519
chr16	6248315	6248815
chr8	54789503	54790003
chr9	121627902	121628402
chr12	110197276	110197776
chrX	93291128	93291628
chr10	80127062	80127562
chr18	12128469	12128969
chr14	30208420	30208920
chr12	87708365	87708865
chr14	119981340	119981840
chr4	151382665	151383165
chr17	21587207	21587707
chr6	149049974	149050474
chr6	67133578	67134078
chr8	113163388	113163888
chr8	126841172	126841672
chr7	63305181	63305681
chr1	55084158	55084658
chr9	46798960	46799460
chr3	90318505	90319005
chr19	23932493	23932993
chr3	50247158	50247658
chr7	143462176	143462676
chr9	66093712	66094212
chr16	20246447	20246947
chr16	49839660	49840160
chr16	18604404	18604904
chr16	11462705	11463205
chr9	66893244	66893744
chr17	70622196	70622696
chr5	124801133	124801633
chr7	30033163	30033663
chr5	76195572	76196072
chr11	74370616	74371116
chr16	49982582	49983082
chr19	15974538	15975038
chr9	108886962	108887462
chr8	58773024	58773524
chrX	163646799	163647299
chr5	106113873	106114373
chr18	81409749	81410249
chr10	116436164	116436664
chr14	35699092	35699592
chr6	145138944	145139444
chr8	120060503	120061003
chr18	67679393	67679893
chr12	3349450	3349950
chr9	77994709	77995209
chr8	18379034	18379534
chr16	91412879	91413379
chr8	82180719	82181219
chr15	28010862	28011362
chr8	118845610	118846110
chr1	182780869	182781369
chr10	98848391	98848891
chr14	21514065	21514565
chr13	35896871	35897371
chr8	123211883	123212383
chr9	43539742	43540242
chrX	148235632	148236132
chr15	78922952	78923452
chr6	8159010	8159510
chr6	6812341	6812841
chr15	75899954	75900454
chr19	15689257	15689757
chr14	67901378	67901878
chr13	49777235	49777735
chr7	142843377	142843877
chr4	59588084	59588584
chr9	86102419	86102919
chr7	36432315	36432815
chr3	115225447	115225947
chr2	137541457	137541957
chr9	70295504	70296004
chr1	193240666	193241166
chr10	3363407	3363907
chr6	50406635	50407135
chr8	113479481	113479981
chr15	31552483	31552983
chr7	149010009	149010509
chr12	100444368	100444868
chr18	75165242	75165742
chr19	56755681	56756181
chr9	118308835	118309335
chr8	33177801	33178301
chr6	113588336	113588836
chr16	89625892	89626392
chr1	136390973	136391473
chrX	163641956	163642456
chr2	134352361	134352861
chr1	51964803	51965303
chr10	126535366	126535866
chr2	131015449	131015949
chr8	121100756	121101256
chr7	149512127	149512627
chr1	163936221	163936721
chr15	79176642	79177142
chr8	26990456	26990956
chr8	106695079	106695579
chr8	104219810	104220310
chr9	118199809	118200309
chr13	69009703	69010203
chr19	6932862	6933362
chr18	46627260	46627760
chrX	139115313	139115813
chr15	103169598	103170098
chr6	31032209	31032709
chrX	7461091	7461591
chr13	95652521	95653021
chr8	122045304	122045804
chr9	77377910	77378410
chr9	27409152	27409652
chr19	29175493	29175993
chr17	87701555	87702055
chr13	22127547	22128047
chr1	94537736	94538236
chr1	174127257	174127757
chr8	84566845	84567345
chr7	90950291	90950791
chr1	153602048	153602548
chr15	102087230	102087730
chr6	146380975	146381475
chr11	69608777	69609277
chr7	150874721	150875221
chr4	153331136	153331636
chr6	136540672	136541172
chr2	25282134	25282634
chr6	67052719	67053219
chr8	126286112	126286612
chr12	103851411	103851911
chr10	4540269	4540769
chr9	97161474	97161974
chr10	55948322	55948822
chr5	143795351	143795851
chr7	52092714	52093214
chrX	96133027	96133527
chr11	113156473	113156973
chr15	89259713	89260213
chr18	10981685	10982185
chr14	13610615	13611115
chr18	12286651	12287151
chr10	19224617	19225117
chr8	72525192	72525692
chr1	182517424	182517924
chr16	84879248	84879748
chr6	113598835	113599335
chr5	118515570	118516070
chr3	96708980	96709480
chr19	38116741	38117241
chr9	44307023	44307523
chr9	62634586	62635086
chr9	108208206	108208706
chrX	163646398	163646898
chr5	123271318	123271818
chr3	147543792	147544292
chr14	18492606	18493106
chr14	8622163	8622663
chr12	3671101	3671601
chr17	15548325	15548825
chr16	9847296	9847796
chr9	71461181	71461681
chr8	87595386	87595886
chr18	88752375	88752875
chr1	75473805	75474305
chr13	43189076	43189576
chr4	43510866	43511366
chr1	64784226	64784726
chr5	143759291	143759791
chr9	123534881	123535381
chr10	67702487	67702987
chr8	9009273	9009773
chr1	53409356	53409856
chr9	70149352	70149852
chr17	72174086	72174586
chr1	71148875	71149375
chr4	139672540	139673040
chr13	95128552	95129052
chr8	98294648	98295148
chr3	37296730	37297230
chr13	55458707	55459207
chr5	17847585	17848085
chr16	87579694	87580194
chr12	102746261	102746761
chr5	114443076	114443576
chr12	104879812	104880312
chr14	67227209	67227709
chr5	104207369	104207869
chr9	118634694	118635194
chr10	13845837	13846337
chr5	3387149	3387649
chr2	32305838	32306338
chr5	147231001	147231501
chr7	64955488	64955988
chr8	72608330	72608830
chr6	145070153	145070653
chr9	17415770	17416270
chr9	60904406	60904906
chr13	97059929	97060429
chr12	74486046	74486546
chr13	44892125	44892625
chr18	24453578	24454078
chr13	59750892	59751392
chr7	151623012	151623512
chr6	34596110	34596610
chr10	114752419	114752919
chr12	79575597	79576097
chr14	12668517	12669017
chr16	30072044	30072544
chr9	17314469	17314969
chr4	144667717	144668217
chr11	86257917	86258417
chr13	54978513	54979013
chr11	108782004	108782504
chr3	86947487	86947987
chr16	85079384	85079884
chr17	47543980	47544480
chr1	36748025	36748525
chr4	134040958	134041458
chr16	5753244	5753744
chr7	25235438	25235938
chr5	114356890	114357390
chr10	17067550	17068050
chr1	192735492	192735992
chr7	74838174	74838674
chr1	88255814	88256314
chr15	27922736	27923236
chr7	74689382	74689882
chr8	113710949	113711449
chr7	6108377	6108877
chr11	106891114	106891614
chr15	102156498	102156998
chr2	102718845	102719345
chr13	8869883	8870383
chr14	87768147	87768647
chr3	107973154	107973654
chr17	49634727	49635227
chr12	61723958	61724458
chr8	93080629	93081129
chr9	99735798	99736298
chr12	102004442	102004942
chr15	27824546	27825046
chr7	83273568	83274068
chr10	87882835	87883335
chr9	106123754	106124254
chr8	97679568	97680068
chr3	133194234	133194734
chr13	20182318	20182818
chr15	81686610	81687110
chr14	14591484	14591984
chr19	25869876	25870376
chr15	66686281	66686781
chr2	101973036	101973536
chr1	145848689	145849189
chr15	65701995	65702495
chr3	108003438	108003938
chr14	70750600	70751100
chr2	145505843	145506343
chr5	125509626	125510126
chr4	62347786	62348286
chr16	26310930	26311430
chr3	51802700	51803200
chr7	3374174	3374674
chr15	27955648	27956148
chr18	38121990	38122490
chr18	75604880	75605380
chr6	138688178	138688678
chr1	79772427	79772927
chr2	145146977	145147477
chr9	123847460	123847960
chr19	4396938	4397438
chr8	79430391	79430891
chr9	63569334	63569834
chr4	116924240	116924740
chr7	31912033	31912533
chrX	39501993	39502493
